unique_input_record_identifier	input_title	lookup_key	input_writers	input_performers	database_song_code	database_song_title	database_song_writers
3eODgDqG8r4NLn5nWhW1AD	Di Na Natuto	DINANATUTO	Danny Javier	APO Hiking Society	0117551931	DI NA NATUTO	JAVIER DANNY
1buQsBiaGlP9axbW9ieT5T	Can't Stop Thinking About You	CANTSTOPTHINKINABOUTYOU	Andres Federico Levin,Camus Celli,Doro,Jack Ponti	Doro	0138912884	CAN'T STOP THINKING ABOUT YOU	DORO/CAMUS CELLI/ANDRES FEDERICO LEVIN/J
0mmJNAj5oBp4yFdl5m3bKp	Crazy Claws	CRAZYCLAW	Adrian Thaws	Tricky	0124132502	CRAZY CLAWS	THAWS ADRIAN
4aVc2ifCwIAbEaaIjzLKbg	Spoil You (feat. T.I.)	SPOILYOU	Clifford J. Harris Jr.,Maurice Jordan,Torence Hatch	Boosie Badazz	0148081728	SPOIL YOU	HARRIS C/HATCH T/JORDAN M
3xsnKTcJnmnS4al7ZiOwer	Madhuban Khushboo Deta Hai - Male Vocals	MADHUBANKHUSHBOODETAHAIMA	Kamal Joshi,Usha Khanna	K. J. Yesudas	0153042007	"MADHUBAN KHUSHBOO DETA HAI - MALE (FROM ""SAAJAN BINA SUHAGAN"	INDEEVAR/USHA KHANNA
1knWU0hEPf2VDcwARwvcky	GameTime	GAMETIME	Barry Leonard,Cristian Bahamonde,Romeo Jacobs	Rascalz	0138328400	GAMETIME	BAHAMONDE C/JACOBS R/LEONARD B
3OPdvhjvAcFZdrSpPdxaEe	Arrivederci Roma	ARIVEDERCIROMA	Emilio Giovanni,Pietro Garinei,Renato Rascel	Alfie Boe	0101080388	ARRIVEDERCI ROMA (ORIG ITALIAN VERSION)	RASCEL/GIOVANNINI S/GARINEI P
3KeiKsYBjT7fNR9eSIMLoA	Adagio De Albinoni	ADAGIODEALBINONI	Tomaso Albinoni	Baden Powell	0100043252	ADAGIO IN G MINOR (ORIGINAL VERSION)	/ALBINONI T/GIAZOTTO R
36jmdNtT1TdvTyvh1iL8mL	When You Wish Upon a Star	WHENYOUWISHUPONSTAR	Leigh Harline,Ned Washington	Michelle Creber	0101136359	WHEN YOU WISH UPON A STAR	HARLINE L/WASHINGTON N
71uzpv56I1XmTYLa9KtKLw	PositiveNoise	POSITIVENOISE	Steve Hillage / Miquette Giraudy	System 7	0141642989	POSITIVENOISE	SIMPSON G/HILLAGE S/GIRAUDY M
1yTDBH044bz0jV1arvSDwz	Love Gone Wrong	LOVEGONEWRONG	Alecia Moore,Dallas Green	You+Me	0146715861	LOVE GONE WRONG	MOORE A/GREEN D
2S15IfzJZoafBih7OMnKYo	Tonight (I'm F***in' You)	TONIGHT	C.Bridges,E.Iglesias,L. Christy	D.J. Xquisite	0142328914	TONIGHT (I'M LOVIN' YOU)	BRIDGES C/BRIDGES C/CHRISTY L/CHRISTY L/
7371PPqXVAPKCL65sA07zn	Do Re Mi	DOREMI	Earl King	Georgie Fame & The Blue Flames	0133353339	DO RE MI	JOHNSON EARL KING
42ojWvyytL0yCyxTCkSya7	I'll See You In My Dreams	ILSEEYOUINMYDREAM	Gus Kahn,I. Jones	Chet Atkins,Mark Knopfler	0102923408	I'LL SEE YOU IN MY DREAMS	JONES I/KAHN G
6URAP0pAdBXu5dKvvMeW7t	Secret Love Song	SECRETLOVESONG	Emma Rohan,Jez Ashurst,Rachel Jason Desrouleaux	Chir Catran	0151340315	SECRET LOVE SONG	EMMA ROHAN/JEZ ASHURST/CLARE FURNER RACH
1RJDtvodN0MMS1DfJzLlQP	Mission Bell	MISIONBEL	Bao-Khanh Nguyen,Garrett Dougherty,Jesse Gnaedinger,Maxime Veilleux,Michael Mooney	Le Trouble	0145912786	MISSION BELL	MOONEY/DOUGHERTY/GNAEDINGER/NGUYEN/VEILL
6UCLFSQLMJ0FbMBgTLMUi3	Magnet	MAGNET	Andrea Monica Martin,Chilly Gonzales,Thomas McKenzie Bell	Toddla T	0151574384	MAGNET	MARTIN A/BELL T/BECK J
24QAJJqGQV3yEBa5LFxYot	O lux, beata Trinitas	OLUXBEATATRINITA	William Byrd	Alamire,members	0433673055	O LUX BEATA TRINITAS (CANTIONES SACRAE 1575)	BYRD WILLIAM
5bYRN2TNsUYLt1M4xUlY7A	Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. L. Slavinsky for oboe and piano): III. Rondo: Allegro	VIOLINSONATANO26INBFLATMA	L. Slavinsky,Wolfgang Amadeus Mozart	Alexei Ogrintchouk,Leonid Ogrintchouk	0144389769	VIOLIN SONATA NO. 26 IN B FLAT MAJOR, K. 378 (ARR. P. GALLOI	WOLFGANG AMADEUS MOZART
5C4mq4ekQL0iFtTJEeTilh	Perfectly	PERFECTLY	Branan Murphy,Eric 'VonRay' Ramey,Samuel Alexandre	Branan Murphy	0155492071	PERFECTLY	MURPHY B/RAMEY E/ALEXANDRE S
1CmLBSudllVKfnCnTciIoz	Sweet Love	SWEETLOVE	Espen Lind	Espen Lind	0139139938	SWEET LOVE	LIND ESPEN
1sOtR4ZHG2vB6Q3Va59pgS	Use Me	USEME	Bill Withers	Grace Jones	0103550494	USE ME	WITHERS WILLIAM HARRISON JR
6InRLwahGZVhnjRBodc358	Faith	FAITH	Hans Zimmer,Lorne Balfe	Hans Zimmer,Lorne Balfe	0144308884	FAITH	BALFE L/ZIMMER H
31x3XyjoOJFdqEkqVbFPRU	Sunshine Cameo	SUNSHINECAMEO	Scott Howard	Scott Nice	0152809557	SUNSHINE CAMEO	SCOTT HOWARD
7IEkrYisVLpNX5yzzepXOM	Cuando, Cuando, Cuando	CUANDOCUANDOCUANDO	Tony Renis	Al Martino	0102773586	TELL ME WHEN (QUANDO QUANDO QUANDO)	RENIS T/TESTA A/BOONE C
1CEhGEI3pymF5G2SmAQSMv	Broken Halos	BROKENHALO	Chris Stapleton	Coffey Anderson	0150679673	BROKEN HALO	STAPLETON C/HENDERSON M
2Fgzeki4gWy9aDeKTcs53I	Fault Lines	FAULTLINE	Mitchel Welling	Flatsound	0152010509	FAULT LINES	MITCHELL WELLING
3UhkWDIUQYjG2Tyx89fpFy	Suite in G minor: III. Sarabande	SUITEINGMINORIIISARABANDE	FranÃÂ§ois Dufaut	Jonas Nordberg	0148855407	SUITE IN G MINOR: III. SARABANDE	FRANCOIS DUFAUT
78WmeChDlvf0hdRLxGcxnR	Cavatina	CAVATINA	Stanley Myers	Manuel & The Music Of The Mountains	0101808710	CAVATINA	MYERS STANLEY
05aXAsg0rWjmR2sx19WWsV	Arcade Hero	ARCADEHERO	FrÃÂ©dÃÂ©ric Colombo	Red Soda	0155628075	ARCADE HERO	FREDERIC COLOMBO
2dSLeImB0adyDeCwXsqJK4	Broken Bones	BROKENBONE	Patrick Wilfred Kearney	Sheltered	0149485524	BROKEN BONES	KEARNEY P/ZAMMIT J/BOWERS A
5tf5Ke4rOITTJCUp0B0d0f	Kocky	KOCKY	Aaron Dontez Yates	Tech N9ne Collabos	0142092746	KOCKY	SANDERS/YATES/WATSON/MCKINZIE/CALHOUN
2InSUSFsTCCvwt3MH1KSh0	"Space Oddity (From ""Metal Gear Solid"")"	SPACEODITY	D. Bowie	Thin White Ziggy	0100126092	SPACE ODDITY	BOWIE DAVID
3CAPWlE09TVzI7MOOoPN2l	Nutcracker Suite, Op. 71a : 3. Waltz of the Flowers	NUTCRACKERSUITEOP71A3WALT	Pyotr Ilyich Tchaikovsky	Zubin Mehta	0137246848	NUTCRACKER SUITE OP 71A 3 WALTZ OF THE FLOWERS	TCHAIKOVSKY
3AQL6uB8zw4sN8NIcxiqR7	Red Room	REDROOM	Ariel Pink	Ariel Pink	0144749262	RED ROOM	ROSENBERG ARIEL MARCUS
0TWbgdH5XlVP3PJpfefkga	Cameroon	CAMEROON	Dorothy Masuka,Hugh Masekela,William Salter	Miriam Makeba	0117330220	CAMEROON	MAKEBA MIRIAM A/K/A MASUKA DOROTHY
5wrv56vjZuxuXMpTmDMyBP	Open Your Soul & Life of Illusion	OPENYOURSOUL&LIFEOFILUSIO	Marco Rinaldo	Nature Sounds Academy	0152695977	OPEN YOUR SOUL & LIFE OF ILLUSION	NIEZNANY/MARCO RINALDO
1ZCAtBFscp2W7wXzOb7cUr	Crying Time	CRYINTIME	Ron Miller,William O'Malley	Brenda Holloway	0139234380	CRYING TIME	WILLIAM OMALLEY
6kw4nS6uZNghUTlcJv5waS	Winter Wasteland	WINTERWASTELAND	Make Do And Mend	Make Do And Mend	0153912450	WINTER WASTELAND	MAKE DO AND MEND
31yJZPorveMG6c4Z4pej4e	Charlie	CHARLIE	Bertrand Cantat,Denis Barthe,FrÃÂ©dÃÂ©ric Vidalenc,Serge Teyssot-Gay	Noir DÃÂ©sir	0135918219	CHARLIE	BARTHE DENIS (AKA NOIR DESIR)
5zAQ3C9Iyp0lF4Dtzwb8SL	After Dinner	AFTERDINER	Rabih Abou-Khalil	Rabih Abou-Khalil	0135506198	AFTER DINNER	ABOU-KHALIL RABIH
3hxNNDSypE7vU4f92njUMZ	Huckleberry Crumble	HUCKLEBERYCRUMBLE	Robert DeLeo,Scott Weiland	Stone Temple Pilots	0139438871	HUCKLEBERRY CRUMBLE	DELEO D/DELEO R/WEILAND S
2n1aBjdioV9UsgkrpG1gog	Senseless	SENSELES	Nick Barker	Nick Barker,The Reptiles	0104501236	SENSELESS	BARKER NICHOLAS PAUL
0OUOJdINh3rm8vjt6GFi1A	The Starship Avalon (Main Title)	STARSHIPAVALON	Thomas Newman	Thomas Newman	0151118046	THE STARSHIP AVALON (MAIN TITLE)	NEWMAN THOMAS MONTGOMERY
1rhgyeqAYyEbrL4yoUvGXu	Louder	LOUDER	Ben Esser,Christopher Rabai,Johannes Gehrin,John Gourley	Drunken Masters	0150745546	DRUNKEN MASTERS - LOUDER (FEAT. PORTUGAL THE MAN)	GOURLEY J/ESSER J/GEHRING J/RABAI C
2yDU9POxlbLzQMpxtvXyMI	Sonata No. 30 in E Major, Op. 109: I. Vivace, ma non troppo - Remastered	SONATANO30INEMAJOROP109IV	Ludwig van Beethoven	Glenn Gould	0152110302	SONATA NO. 30 IN E MAJOR, OP. 109: I. VIVACE, MA NON TROPPO	LUDWIG VAN BEETHOVEN/FRANK DE LA MORA MI
4mBttyjC6jGoCyvR334Cw6	Bossa Nova Supernova	BOSANOVASUPERNOVA	Mark Pritchard	Harmonic 33	0133991260	BOSSA NOVA SUPERNOVA	PRITCHARD M/BRINKWORTH D
4Up3wFpffIfVz2hWK89fok	Llove	LOVE	Finn Bjarnson,John Hancock,Ryan Raddon,Steve Mitts	Kaskade	0141913305	LLOVE	BJARNSON F/MITS S/RADDON R/HANCOCK J
503oeM4t2frMKoRvbvBJrL	Nocturne No. 5 in B-Flat Major, H. 37 (Arr. for Clarinet & Piano)	NOCTURNENO5INBFLATMAJORH3	John Field,Michael McHale	Michael Collins,Michael McHale	0152112624	NOCTURNE NO. 5 IN B-FLAT MAJOR, H. 37 (ARR. FOR CLARINET & P	JOHN FIELD/GIACOMO GABRIELLI
2nw9VVlb4NEE28cjj0WdMl	Rough And Tumble Heart	ROUGH&TUMBLEHEART	Bob Dipiero,Pam Tillis,Sam Hogin	Pam Tillis	0109171523	ROUGH AND TUMBLE HEART	DI PIERO R/HOGIN S/TILLIS P
221UZPVC87Vvp1WxAuDKlW	Mindfulness Meditation Exercises - Nature Sounds at Night	MINDFULNESMEDITATIONEXERC	Giuliano Sacchetto	Relaxing Mindfulness Meditation Relaxation Maestro	0149312235	MINDFULNESS MEDITATION EXERCISES - NATURE SOUNDS AT NIGHT	SACCHETTO GIULIANO
2snYkQ57QayKrDDGX9ztgF	Invencible	INVENCIBLE	Abelardo VÃÂ¡zquez,Kiko Cibrian,ReneÃÂ© SuÃÂ¡rez,Roman Torres	Vazquez Sounds	0148299476	INVENCIBLE	ROMAN TORRES/RENEE SUAREZ/ROMAN TORRES R
1rAesyUHFWf8M7kthaToDT	The Wind and the Rain	WIND&RAIN	Michael Thomas	Weddings Parties Anything	0102400264	WIND AND RAIN	THOMAS MICHAEL JAMES
3M3V2tL47fYqoB5PauGrIo	Green Apples	GREENAPLE	Chantal Kreviazuk	Chantal Kreviazuk	0113608443	GREEN APPLES	KREVIAZUK CHANTAL
3uQYmppnt0r5Ven8VurNyx	Blue Skies	BLUESKIE	Christopher Applegate,Mary Applegate	Culture Beat	0142947627	BLUE SKIES	APPLEGATE M/APPLEGATE C
7pNVJuR5zjKja2CwdIrDJc	How Strange	HOWSTRANGE	Damien Dempsey	Damien Dempsey	0135656720	HOW STRANGE	DEMPSEY DAMIEN JUDE PATRICK
0WUg5fk4x0vIRQU8jFacH8	Dybbuk - Complete Ballet: Part III: Possession	DYBUKCOMPLETEBALETPTIIIPO	Leonard Bernstein	Leonard Bernstein	0152854131	DYBBUK - COMPLETE BALLET: PART III: POSSESSION	LEONARD BERNSTEIN
3mjzVmRaOQvCRPztINZThz	Armenian Duduk: Forest and Birds	ARMENIANDUDUKFOREST&BIRD	Marco Rinaldo	Buddhism Academy	0151347760	ARMENIAN DUDUK: FOREST AND BIRDS	MARCO RINALDO/NIEZNANY
0hamSAgzh2WP42nAppgdHv	Featherlight	FEATHERLIGHT	Daniel Bosher,Mathew Bosher	Decortica	0135836916	FEATHERLIGHT	BOSHER M/BOSHER D
4d9aF6f0kmrHjPi8YRzxa5	Bernie	BERNIE	Failure,G. Edwards,K. Andrews	Failure	0108721935	BERNIE	DOTY K/EDWARDS G
1yev2XI7Q2STcnHC5McfF0	Guardian Angel/Guiding Light	GUARDIANANGELGUIDINLIGHT	Keith Potger	Judith Durham & The Seekers	0115462429	GUARDIAN ANGEL/GUIDING LIGHT	POTGER KEITH LEON
1TSZjXMLBOfiWxejZnlIr7	Too Strung Up	TOOSTRUNGUP	Alex Farrell Davey,Allister Meffin	Alae	0153006783	TOO STRUNG UP	MEFFAN A/DAVEY A
6ukdCR332Ramx3X0gLA5FE	I Pull My Gun Once	IPULMYGUNONCE	Jam El Mar,Mark Spoon	Jam & Spoon	0147723863	I PULL MY GUN ONCE	JAM EL MAR/MARK SPOON
652mEzc7Ne12nYHkwkampw	Shooting Star	SHOOTINSTAR	Les Baxter	Les Baxter	0116480828	SHOOTING STAR	BAXTER LES
2xddCMVLUGmiWVLCxFXpBq	How Can I Pray When I Don't Believe	HOWCANIPRAYWHENIDONTBELIE	Adrian Moar,Goran Lagerberg	Blond	0146168349	HOW CAN I PRAY WHEN I DON'T BELIEVE	GORAN LAGERBERG/ADRIAN MOAR
79YpqwBKqkRgTbEcKMHBuj	Italian Restaurant	ITALIANRESTAURANT	Marco Rinaldo	Instrumental Jazz Music Ambient	0150898517	ITALIAN RESTAURANT	MARCO RINALDO/NIEZNANY
3SYVUv0uygsNGyZ9s1AXbE	Shadows	SHADOW	Lindsey Stirling,Marko G	Lindsey Stirling	0144469900	SHADOWS	STIRLING L/GLOGOLJA M
37WIQ5vOWq96eachOOYDuH	Legend	LEGEND	Amelia Warner	Slow Moving Millie	0148380196	LEGEND	WARNER AMELIA CATHERINE
61cygfCULkzTnHBp4Ff6WG	Balance	BALANCE	Robert Funk	Soupbox	0154318449	BALANCE	ROBERT FUNK
10jmf7hgNQb5z4dwvK084S	Never Would Have Thought It	NEVERWOULDHAVETHOUGHTIT	Bobby Rush	Bobby Rush	0149110137	NEVER WOULD HAVE THOUGHT IT	BOBBY RUSH
6HK5RYDB1njyKTVbK7rX6j	Magic Beans	MAGICBEAN	J. Oliver,Simon Ward	Dr Rubberfunk	0139433561	MAGIC BEANS	WARD S/OLIVER J
0NiG0BTf7saJINZdyk3Mwe	Learning	LEARNIN	Mthunzi Namba	Joyous Celebration	0139940718	LEARNING	ANTHONY J SHOWALTER/MTHUNZI NAMBA
4Y1wrEOONrMegBEQ69XnMa	No Other Name	NOOTHERNAME	Paul Stookey	Paul and Mary,Peter	0102254257	NO OTHER NAME	STOOKEY NOEL C PAUL
6d99rteulH6Q6eJko26D6D	Taking A Chance On Love	TAKINCHANCEONLOVE	John LaTouche,Ted Fetter,Vernon Duke	Tal Farlow	0100468583	TAKING A CHANCE ON LOVE	DUKE V/FETTER T/LATOUCHE J
4zSW3E0qHk9ojQEb6DwZ5x	Proseche	PROSECHE	Stelios Lazarou	Giorgos Mazonakis	0142529941	PROSECHE	ILIAS FILIPPOU/STELIOS LAZAROU
2wAJTrFhCnQyNSD3oUgTZO	Work Out	WORKOUT	Bosco A. Kante,Elliot Wolff,Jermaine Cole,John Stephens,Kanye West,Miri Ben-Ari,Sukmeke Rainey	J. Cole	0141372545	WORK OUT	COLE/BEN/WOLFF/WEST/RAINEY/STEPHENS/KANT
1w5ZPQOZ2xaQtc4ZrpiZ6F	The Best Disco in Town	BESTDISCOINTOWN	Henri Belolo,Jacques Morali,Phill Hurtt,Richie Rome	James Alleman & Le Freak	0155273827	THE BEST DISCO IN TOWN	JACQUES MORALI/RICHIE ROME/HENRI BELOLO/
3CeWWjKy2ck7yB5pFq6ZEG	Milk Cow Blues	MILKCOWBLUE	Kokomo Arnold	Scotty Moore	0147401725	MILK COW BLUES	KOKOMO ARNOLD
2wCBWDwPSyp8DN27jCxXkb	Captain Planet	CAPTAINPLANET	Jean Renard	Patrick,Sylvaine	0133482261	CAP'TAIN PLANET	RENARD J/SALVA M
6tnKsxXjiOr6v0GgN5rixB	Already Gone (Originally Performed by the Eagles)	ALREADYGONE	Strandlund,Tempchin	The Hotel California's	0102127230	ALREADY GONE	TEMPCHIN J/STRANDLUND R
6DWxk8sh7dNTGLGZQSOHhw	The Cosmic Heart	COSMICHEART	Barry Richard Goldstein	Barry Goldstein	0152678081	THE COSMIC HEART	BARRY RICHARD GOLDSTEIN
4NOMZBtqxEBVSMQEBhSuxh	Muttetta antica	MUTETAANTICA	Alampi,Roda	Ciccio Carere	0103124497	MUTTETTA ANTICA	REITANO F/REITANO B/RODA A/ALAMPI G
0SzV7u67QDDBaGpgihkjP8	Takbiran	TAKBIRAN	Anonymous,Ismet Ruchimat	SambaSunda	0146659896	TAKBIRAN	ANONYMOUS/ISMET RUCHIMAT
1jzlAJsPNPJB2gKR84um0H	Doin' It Wrong	DOINITWRONG	Erik Weideman	1927	0102295449	DOING IT WRONG	WEIDEMAN ERIC PETER
3lYajdG8iz6LgFJbQ9oLQN	Au Revoir - Auf Wiedersehen	AUREVOIRAUFWIEDERSEHEN	Jack Veerman,Jan Keizer,Johannes C.H.M. Tuijp	BZN	0124513326	AU REVOIR AUF WIEDERSEHEN	KEIZER J/VEERMAN J/TUIJP J
43WaHxk0ExWRdiDzQNmBYZ	Sugar Box	SUGARBOX	Christian Harvey,Cvitan Barac,David Griffiths,Jamie Symons	Blind Lemon	0139455157	SUGAR BOX	BARAC C/SYMONS J/HARVEY C/GRIFFITHS D
2hCeyomux4cPBYNriygKUS	Bedouin Dress	BEDOUINDRES	Robin Pecknold	Fleet Foxes	0138691181	BEDOUIN DRESS	PECKNOLD ROBIN NOEL
3nI8BtKM8FwNyUwO04eVhk	Freedom Jazz Dance (Evolution of the Groove)	FREEDOMJAZDANCE	E. Harris	Miles Davis	0100327575	FREEDOM JAZZ DANCE	HARRIS EDDIE
3gFQXBRYumfPqQ0SOl7p8G	Ma tu non passi mai	MATUNONPASIMAI	Francesco Silvestre	ModÃÂ 	0143030957	MA TU NON PASSI MAI	FRANCESCO SILVESTRE
7KnGGo3Q2A1fQVQEIKvErm	Perisai Kehidupan	PERISAIKEHIDUPAN	Jockie Suryoprayogo	Anggun C. Sasmi	0149353292	PERISAI KEHIDUPAN	JOCKIE SURYOPRAYOGO
7J1QgFpmefJGGihXnwiZfl	What's Left Behind	WHATSLEFTBEHIND	Dallas Good,Mike Belitsky,Sean Dean,Travis Good	The Sadies	0136328914	WHAT'S LEFT BEHIND	BELITSKY M/DEAN S/GOOD D/GOOD T
0eUiHZiEkeMbh2alketeOv	Meant For Me	MEANTFORME	Manuel Ivan Salinas,Ty Brasel	Ty Brasel	0155699097	MEANT FOR ME	TY BRASEL/MANUEL IVAN SALINAS
0iR5A7yV9NAsvdiUMTnyH3	Chehadine Ya Baladna	CHEHADINEYABALADNA	Elias Rahbani,Michel Tohme	Chou Chou	0149446137	CHEHADINE YA BALADNA	ELIAS RAHBANI/MICHEL TOHME
1N6OJLYKXyZfJBt3Kf9UYc	Cat Walk (with Flaco JimÃÂ©nez)	CATWALK	"Lee Roy Parnell,Leonardo ""Flaco"" Jimenez"	Lee Roy Parnell	0109076993	CAT WALK	PARNELL L/JIMENEZ L
5EgSyVU6aWicmT8tMxbh03	Take It Back	TAKEITBACK	Chance McKinney	Chance McKinney	0153996511	TAKE IT BACK	CHANCE MCKINNEY
6PL0JnYO0MpHJFB0i6JZbB	I Don't Want To Call It Goodbye	IDONTWANTTOCALITGOODBYE	Kelvin Andrews,Richard Scott,Scott Ralph	Engelbert Humperdinck	0151778096	I DON'T WANT TO CALL IT GOODBYE	RALPH S/ANDREWS K/MOULD R
5sXdLRNhAP1Hxv0uw4aszN	Small Ambulance	SMALAMBULANCE	Bo Madsen,Johan Wohlert,Jonas Bjerre,Silas Utke Graae JÃÂ¸rgensen	Mew	0134110549	SMALL AMBULANCE	JOERGENSEN/TERKELSBOEL/WOHLERT/MADSEN
7AfBE1UDOoBYk67CE86cnY	Bewitched, Bothered and Bewildered	BEWITCHEDBOTHERED&BEWILDE	Lorenz Hart,Richard Rodgers	Benny Carter,Oscar Peterson Quartet	0102042294	BEWITCHED BOTHERED AND BEWILDERED (FR: PAL JOEY)	RODGERS R/HART L
0aKQC9e91ZqaWlBPVPkI1N	Indifferentemente	INDIFERENTEMENTE	S. Mazzocco,U. Martucci	Sal Da Vinci	0102506395	INDIFFERENTEMENTE	MAZZOCCO S/MARTUCCI U
4FnKoHkTMjF50lZgzJ97wY	Eleanor 60	ELEANOR60	Alexander Manzano	Alexander Spit	0145576996	ELEANOR 60 (INSTRUMENTAL)	MANZANO ALEXANDER ALBERT
43VODMHKJ75ocmUC66ssvK	Cut You In	CUTYOUIN	Jerry Cantrell	Jerry Cantrell	0116204256	CUT YOU IN	CANTRELL JERRY FULTON JR
4oT0MlQijy24U5FBSDTr69	Ricky Bobby	RICKYBOBY	Romvn	Romvn	0153309616	RICKY BOBBY	ROMVN
5IO5VgbqK6i4kEVLtjbbZZ	Born To Kill	BORNTOKIL	Joel O'Keeffe,Ryan O'Keeffe	Airbourne	0139034044	BORN TO KILL	O'KEEFFE JOEL FRANCIS
6fO89POwgsJbDj8Wn1mCmt	Confident Journey	CONFIDENTJOURNEY	Craig Walker,Martin Eyerer	Craig Walker,Martin Eyerer	0154345572	CONFIDENT JOURNEY	WALKER C/EYERER M/POHL M
4RN9ngy6irGId8ZJocsADB	Birds	BIRD	Dan Carey,EmilÃÂ­ana Torrini	EmilÃÂ­ana Torrini,The Colorist Orchestra	0136830106	BIRDS	TORRINI E/CAREY D
2p1dSZMEKvocJ0KNixe5v8	Bold and Black	BOLD&BLACK	Eddie Harris	Ramsey Lewis Trio	0110377336	BOLD AND BLACK	HARRIS E/LAGUNOFF M
616iKp4C8dXRN9hxpeHKeq	Stage II (Ã¥Â±ÂÃ¥ÂÂÃ£ÂÂÃ¥ÂÂÃ¥ÂºÂ«)	STAGEII	Capcom Sound Team	Capcom Sound Team	0149113489	STAGE II	CAPCOM SOUND TEAM
7uNNjZQSmyZuJ64YL1YfAN	Goodbye Girl	GOODBYEGIRL	David Gates	David Gates	0101102295	GOODBYE GIRL	GATES DAVID ASHWORTH
6holGuk1jKHTdWyWBOZi8l	My Generation	MYGENERATION	Fred Durst,John Otto,Leor Dimant,Samuel Rivers,Wes Borland	Limp Bizkit	0123296832	MY GENERATION	DIMANT/DURST/RIVERS/BORLAND/OTTO
3TRS4s3nKghYBRN0A96Bxo	So Sad	SOSAD	Barry Reynolds,Marianne Faithfull,Stephen David York	Marianne Faithfull	0100424220	SO SAD	FAITHFULL M/REYNOLDS B/YORK S
45RvCCiZVCsm7IREzpzJxx	My Prayer	MYPRAYER	Jimme O'Neill	The Silencers	0144431908	MY PRAYER	JIMME ONEILL
1UPPZqnsMpVsc0ZNHmOMXe	I'm Leaving feat. Anthony Mills	IMLEAVINFEATANTHONYMIL	Ben Chijioke,Drew Horley	Ty	0139838704	I'M LEAVING FEAT. ANTHONY MILLS	DREW HORLEY
74ytfnp18eIMQ235LndARF	7/8 Not Too Late	78NOTTOOLATE	William Barton	William Barton	0146539571	7/8 NOT TOO LATE	BARTON WILLIAM NORMAN
64kKPXrENKTvpzxl0qLaBD	Sunday Kind Of Love	SUNDAYKINDOFLOVE	Anita Leonard,Barbara Belle,Louis Prima,Stan Rhodes	Charles Brown	0100636005	SUNDAY KIND OF LOVE	BELLE B/LEONARD A/RHODES S/PRIMA L
7Aeo5Qxsmb1A8g9TLB2Hdg	Hou My Vas	HOUMYVA	Johan Ferreira	Joe F	0144389119	HOU MY VAS	JOE FERREIRA
1G7AYvz95ouZmRlMYna97i	The Channel	CHANEL	Fred Durst,John Otto,Sam Rivers,Wes Borland	Limp Bizkit	0133830077	CHANNEL	DURST F/BORLAND W/RIVERS S/OTTO J
408h4oa9ryr44YGJqJmdDP	Piano Concerto No. 1 in C Major, Op. 15 : 3. Rondo (Allegro scherzando)	PIANOCONCERTONO1INCMAJORO	Ludwig van Beethoven	Ludwig van Beethoven,Steven Lubin	0443593575	PIANO CONCERTO IN C MAJOR (OP 15)	BEETHOVEN LUDWIG VAN
667tbVZvnYHOyDOFbEZtnV	Operation Margarine	OPERATIONMARGARINE	Gareth Roberts,Joe Forshaw	Man & The Echo	0151060402	OPERATION MARGARINE	ROBERTS G/FORSHAW J
2eqWp5xGwegOPMxQSA1CJS	The Ghosts	GHOST	Murray Gold	Murray Gold	0148061371	GHOSTS	GOLD MURRAY JONATHAN
47H8NFQgMR0mAX6eiJSc5r	Hacked My Instagram	HACKEDMYINSTAGRAM	Jordan Jenks	PiÃ¢ÂÂerre Bourne	0153550898	HACKED MY INSTAGRAM	JENKS JORDAN TIMOTHY
10mt6qEMgy09wrkYSSMDve	O Rahi Re	ORAHIRE	Javed Akhtar,Shankar-Ehsaan-Loy	Shankar Mahadevan	0140804638	O RAHI RE	MENDONSA L/NOORANI E/MAHADEVAN S/AKHTAR
72pCDs1X22MUO8zTTazm8r	Baby Hold On To Me (Slow Jams Version)	BABYHOLDONTOME	Edwin Nicholas,Gerald Levert	Gerald Levert & Eddie Levert	0106768965	BABY HOLD ON TO ME	NICHOLAS E/LEVERT G
2JCUUOXc042Sso3bke1nNT	Best Times	BESTTIME	Kenneth Crouch,Renee Geyer	Renee Geyer	0108669264	BEST TIMES OF OUR LIVES	GEYER R/CROUCH K
0zg9Szskaf0GRfljxk3fr7	Spring Music	SPRINMUSIC	Lucy Simon,Marsha Norman	The Secret Garden - Original London Cast	0126466834	SPRING MUSIC	SIMON L/NORMAN M
76s6kLtOexp16pNNedVS8l	Freedom Fighters	FREEDOMFIGHTER	D Washington	Delroy Washington	0129837157	FREEDOM FIGHTERS	WASHINGTON DELROY
0aYv4f0mxsMKdeHmeucT8I	The Left-Sock Thievers	LEFTSOCKTHIEVER	Eugene Poddany,Marty Gold	Dr. Seuss	0123556062	LEFT SOCK THIEVES	GEISEL T/PODDANY E
6Db0hvSEfFSYUpunsDUVPT	Superman	SUPERMAN	Mary Chapin Carpenter	Mary Chapin Carpenter	0153552547	SUPERMAN	CARPENTER MARY CHAPIN
5CGJ8rHpXBYgn9IpXOUh00	A Glimpse Of Happiness	GLIMPSEOFHAPINES	John Lunn	The Chamber Orchestra Of London	0143370146	A GLIMPSE OF HAPPINESS	LUNN JOHN LAWRENCE
46xlEXt0Jc5VHGYLG2HlpZ	Aviation	AVIATION	Alex Turner,Miles Kane	The Last Shadow Puppets	0149190955	AVIATION	KANE M/TURNER A
