unique_input_record_identifier	input_title	lookup_key	input_writers	input_performers	database_song_code	database_song_title	database_song_writers
6rOP9e8fg8PBe5qyJzKvVa	Violet Hill	VIOLETHIL	C. Martin,M. Buckland. W. Champion,R. Berryman	Vitamin String Quartet	0136581645	VIOLET HILL	BERRYMAN/BUCKLAND/CHAMPION/MARTIN
7oIPYcHVsiDZSrHYeA0ogg	Real Love	REALLOVE	Adrianne Elizabeth Lenker	Big Thief	0149960685	REAL LOVE	LENKER ADRIANNE ELIZABETH
7wZIqkXJOFzhr49aWNpsTw	Spinoza	SPINOZA	Edward Bartlett Joyner,Grant Evan Widmer	Generationals	0143712270	SPINOZA	JOYNER E/WIDMER G
6o6OO0SPFoIDM7j4zrvuNg	Rigor Mortis	RIGORMORTI	Cyril Neville,George Porter Jr.,Joseph Modeliste,Leo Nocentelli	The Meters	0112290190	RIGOR MORTIS	NEVILLE/PORTER/MODELISTE/NOCENTELLI
4BoNrxrQ6V0iKkExokBoKO	Train Song	TRAINSONG	Danny Fishman	Danny Fishman	0154248446	TRAIN SONG	DANNY FISHMAN
1BTzAdZzbFTMOhnpdnVYJ5	Ladies & Gentlemen	LADIES&GENTLEMEN	Giordano Trivellato,Giuliano Sacchetto,Tobacco Music Edition	Pilates Trainer	0151517533	LADIES & GENTLEMEN	GIULIANO SACCHETTO/GIORDANO TRIVELLATO
4sb1gNU7avV9MXMTA4Rj4l	Quintet for Horn, Violin, 2 Violas and Bass in E-flat major, K.407: 3. Allegro	QUINTETFORHORNVIOLIN2VIOL	Wolfgang Amadeus Mozart	Endres Quartet,Sebastian Huber	0142336620	QUINTET FOR HORN, VIOLIN, 2 VIOLAS AND VIOLONCELLO IN E-FLAT	WOLFGANG AMADEUS MOZART
513XZUPAD0HDmvu6YnR4Ga	National Breakout	NATIONALBREAKOUT	Jimmy Marinos,Michael Skill,Wally Palmar	The Romantics	0109878507	NATIONAL BREAKOUT	MARINOS J/PALAMARCHUK W/SKILL M
1N1gJIwsHY0bAQWQ4GForg	Mambo & Cola	MAMBO&COLA	Bebo Best	Bebo Best,The Super Lounge Orchestra	0141681635	MAMBO & COLA	BEBO BEST
0vF8iE7IpyU9zVFlkvyjAB	Drop in the Bucket	DROPINBUCKET	Bob Dipiero,Kix Brooks	Brooks & Dunn	0134782624	DROP IN THE BUCKET	BROOKS L/DI PIERO R
7kXHxtI2Gx5xnnN3vwjCr8	Driftin'	DRIFTIN	P A Greenbaum	Gary Moore	0109703859	DRIFTING	GREEN PETER ALAN
7FAX4dW3nnxrj44TqLhL6u	La Villanella, Prima parte, Pensieri amorosi: Avrilla mia	VILANELAPRIMAPARTEPENSIER	Giovanni Girolamo Kapsberger	Christina Pluhar,Hans-JÃÂ¶rg Mammel,Johanette Zomer,L'Arpeggiata,Pino de Vittorio	0145576300	LA VILLANELLA, PRIMA PARTE, PENSIERI AMOROSI: AVRILLA MIA	ANONYMOUS/GIOVANNI GIROLAMO KAPSBERGER
1ZWqjA85CPleeQHeWMPcMx	Being with You	BEINWITHYOU	Bahram Pourmand	Bahramji & Mashti	0145602664	BEING WITH YOU	NORDHEIM M/POURMAND B
03PODiWrfNQ5s5gRwMPsv3	No Place Like Home	NOPLACELIKEHOME	Blake Andrew Keeping	Xavier Blake	0155643610	NO PLACE LIKE HOME	BLAKE ANDREW KEEPING
2vR9jqzDP339D6cFAnytV9	Chronia Polla	CHRONIAPOLA	Giannis Mplathras,Tasos Mplathras	Dimitris Giotis	0139989401	CHRONIA POLLA	GIANNIS MPLATHRAS
6DIktdaHbe32xcqQkpEycq	Ragismena Matia	RAGISMENAMATIA	Vasilis Saleas	Makis Hristodoulopoulos	0153469033	RAGISMENA MATIA	ANDREAS SPYROPOULOS/VASILIS SALEAS
3MEjLuXVGxrFBLUUmq0lni	Night Time	NIGHTTIME	Billy Strayhorn,Duke Ellington	Duke Ellington	0124793683	NIGHT TIME	ELLINGTON D /STRAYHORN B /JULIAN D
50J6OByPbz5TYqAP0llB6z	It's Me	ITSME	Mikkel Storleer Eriksen,P. T. Jackson,Tor Erik Hermansen	Joe	0134168764	IT'S ME	JACKSON P/HERMANSEN T/ERIKSEN M
7p22i75SXIAhyumjy99v4t	So Many Pros	SOMANYPRO	Calvin Broadus,Pharrell Williams	Snoop Dogg	0147899177	SO MANY PROS	BROADUS C/WILLIAMS P
6fPPRL9mdV96jPcfZWRCJU	Sunrise	SUNRISE	Ciaran O'Hagan,Denis Ferran,Dermot O Hagen,Mairtin Mac Cormaic,Micheal Proctor	Waylander	0142625045	SUNRISE	O'HAGAN/O'HAGAN/FERRAN/CORMAIC/PROCTOR
68w1iX1hdolfLsJSfqwjQj	Nocturne No.4 In F, Op.15 No.1	NOCTURNENO4INFOP15NO1	FrÃÂ©dÃÂ©ric Chopin	Maurizio Pollini	0419551288	NOCTURNE NO 4 IN F MAJOR (OP 15/1)	CHOPIN FREDERIC FRANCOIS
0pZs36idY8uJ5PwOFGUn5O	Grasshopper	GRASHOPER	Nathan Furst	Nathan Furst	0145976746	GRASSHOPPER	FURST NATHAN
33GbF5eIO6AKQewAao00mU	Fucking Friend Part II	FUCKINFRIENDPTII	Thomas Roussel,Yannick Granjean	SomethingALaMode	0150190336	FUCKING FRIEND PART II	THOMAS ROUSSEL/YANNICK GRANDJEAN
4bkT8iMD5Zaw9dhixEGykl	Roughstock Riders	ROUGHSTOCKRIDER	Steve Forde	Steve Forde & The Flange	0123106215	ROUGHSTOCK RIDERS	FORDE STEVEN JAMES
6fcssDZKqYhjGvjqNl3xhC	Frappe'	FRAPE	Stranger (Oleksandr Shevchenko),Stranger (Stefanos Gkogkakos)	Strange Yaga	0142628865	FRAPPE'	BABA YAGA/STRANGER OLEKSANDR SHEVCHENKO/
6l09c2CTcYqBhDfLGcQIq2	Medicine Weasel	MEDICINEWEASEL	Nick Pickett	The John Dummer Band	0148228579	MEDICINE WEASEL	NICK PICKETT
2uvTsEZExVjUochkvi0oF6	Mangle	MANGLE	David Cutter,Dyalla Swain	David Cutter Music,Dyalla	0155137330	MANGLE	NS (PERF BY DYALLA AND DAVID CUTTER MUSI
0z6xGK2u3nSsbk9XeKYwZQ	Flamenco Bolero	FLAMENCOBOLERO	Carlos Gomez,Gustavo Montesanos Gonzales,Maurice Ravel,Tino Di Geraldo	Gustavo Montesano/Royal Philharmonic Orchestra/Carlos Gomez	0126847438	FLAMENCO BOLERO	/RAVEL/ARR/MONTESANO GUSTAVO
4lFTM7ESXwW1LF6OD7BHmS	E-Ne-Me-Ne-Mi-Ne-Moe (The Choice Is Yours To Pull)	ENEMENEMINEMOE	David Jones,Derrick Jones,Johnny Bristol,W. Brown,Wade Jr. Brown	The Jackson 5	0136315966	E-NE-ME-NE-MI-NE-MOE (THE CHOICE IS YOURS TO PULL)	BRISTOL J/BROWN W/JONES J
0z0daz3KNGeSVxM6Qe0smA	Port Na BpucaÃÂ­	PORTNABPUCAI	Cillian Vallely	Cillian Vallely	0150774039	PORT NA B PUCAI	/TRAD/ARR/VALLELY CILLIAN
2Fv1gdO61J4vLp1bq0lT1g	If I Had Any Sense I'd Go Back Home	IFIHADANYSENSEIDGOBACKHOM	Rose Marie McCoy	Dr. John,Irma Thomas	0117577610	IF I HAD ANY SENSE I'D GO BACK HOME	MCCOY ROSE MARIE
7bylr8wnu3JviCT30GM1Va	Smoke Gets in Your Eyes	SMOKEGETSINYOUREYE	Otto Harbach	Earl Bostic	0100220935	SMOKE GETS IN YOUR EYES	KERN J/HARBACH O
184TJwsbJeji7SZPhnKyKR	No. 8	NO8	Brady Watt,Patrick Baril,utril rhaburn	Statik Selektah	0152903412	NO. 8	BARIL/BRADY/CARRILLO/PRICE/RHABURN/WORTH
2CcvYEMyJkdrSSroblMW5P	FaydasÃÂ±z	FAYDASIZ	Murat Kursun	Ayhan AÃÂan	0148670600	FAYDASIZ (TR)	MURAT KURSUN/METIN ASLAN
2X5IoY7eKXEmVSypB065f6	Vinyl Concept Tape, Vol.1 Index N09	VINYLCONCEPTTAPEVOL1INDEX	DJ Kaze	DJ Kaze	0147427227	VINYL CONCEPT TAPE, VOL.1 INDEX N08	DJ KAZE
2dd58PbAp6Nv8ux50XbLb6	If You Give Me Your Heart	IFYOUGIVEMEYOURHEART	Jimmy Lewis	Little Milton	0111300007	IF YOU'LL GIVE ME YOUR HEART	LEWIS JAMES E
3xInfkcNCM3WkEhLWq21uS	Hold On For Your Life	HOLDONFORYOURLIFE	Blake Bollinger,Sam Tinnesz	Tommee Profitt	0149984218	HOLD ON FOR YOUR LIFE	BOLLINGER W/TINNESZ S
2KGkKOny2fds0NAFSNJBR6	Will You Love Me Tomorrow	WILYOULOVEMETOMOROW	Carole King,Gerald Goffin	Bobby Vee	0102782381	WILL YOU LOVE ME TOMORROW	KING C/GOFFIN G
3WVM49k4ID2lpgLjd55vzN	No Worries	NOWORIE	Gary Allan,Odie Blackmon,Pat McLaughlin	Gary Allan	0143936738	NO WORRIES	MCLAUGHLIN P/HERZBERG G/BLACKMON C
7kFovgV7zKSKguLgsyGhGI	Four Twenty Seven	FOURTWENTYSEVEN	L. McMillan	The DJ Producer	0155700221	FOUR TWENTY SEVEN	MCMILLAN L
0gNzvlgWwOfrix6BaOeFVo	For HeavenÃ¢ÂÂs Sake	FORHEAVENSSAKE	Don Meyer,Elise Bretton,Sherman Edwards	Wes Montgomery	0102957986	FOR HEAVEN'S SAKE	BRETTON E/EDWARDS S/MEYER D
7FEvUEbsfQmMqgkPN5TKZc	Onda Do Arraial	ONDADOARAIAL	Armandinho,Dora Vergueiro	Armandinho	0136131485	ONDA DO ARRAIAL	DE SILVEIRA A/VERGUEIRO D
75YS5bfQSol8GCoAvbmNaN	The Golden Age of Rock 'n' Roll	GOLDENAGEOFROCK&ROL	Ian Hunter	Mott The Hoople	0101407831	GOLDEN AGE OF ROCK AND ROLL	PATTERSON IAN HUNTER
1VUjE82FR4JcmUakYBVTTn	Fark Atiyor	FARKATIYOR	Sinan AkÃÂ§ÃÂ±l,Tamim Gallal	Sinan AkÃÂ§ÃÂ±l	0143047156	FARK ATIYOR (CIHAT UGUREL REMIX)	AKCIL S/GALLAL T/GHALAB M/TAMOZ V
0Tasv0fVj3DE7bGiuxwQp2	Schattenspiel	SCHATENSPIEL	V.Bertelmann	Hauschka	0143926827	SCHATTENSPIEL	BERTELMANN VOLKER
5P9JSDgtyv01U04yUXDL7u	Pretender	PRETENDER	Klaas Gerling	Klaas	0155543584	PRETENDER	KLAAS GERLING
0caUoX71D8MNwFagsN5QzF	Teddy Acapulco	TEDYACAPULCO	Zsolt Jakab	Vono Box	0133982666	TEDDY ACAPULCO	JAKAB ZSOLT
3fj6YntHiA9D9wbOy7sA8c	Big Blue	BIGBLUE	Jan Hammer	Clarence Clemons	0150519462	BIG BLUE	HAMMER J/HAMMER J
04zIl0G0yzmRuBYWB8im1f	Shine	SHINE	Justin Clarke	Congress of Animals,Justin Firefly Clarke	0151874875	SHINE LITTLE DIAMOND	CLARKE JUSTIN RUSSELL
7iAQj0IxTJ5Zw6Ar9oP2fV	Games	GAME	Demi Lovato,Sean Douglas,Trevor David Brown,Warren Felder,William Zaire Simmons	Demi Lovato	0152647744	GAMES	LOVATO/SIMMONS/BROWN/DOUGLAS/FELDER
4wIJhBXOSCWtCtmgYNoB67	Burning Passion	BURNINPASION	G. Vern	Francisca Guido	0140445837	BURNING PASSION	GADO VERN
6jweF2IOIwxjYQ7pXFwpwX	Heatwave	HEATWAVE	Jay Watson	GUM	0151031272	HEATWAVE	WATSON JAY WESLEY
3XEx16BTvG62jF4bnB4S6v	December, 1963 (oh, What a Night)	DECEMBER1963	B.Gaudio,J Parker	Broadway Singers	0102421171	DECEMBER 1963 (OH WHAT A NIGHT)	GAUDIO R/PARKER J
4dY97GUDuUSkx8HajakKS6	All in Black	ALINBLACK	David Haley,David Hill,Tony Forde	King	0149951758	ALL IN BLACK	HILL D/FORDE T
2tpiNIdAInCVopLATG1dan	River of Pain	RIVEROFPAIN	Luke Morley	Thunder	0108753534	RIVER OF PAIN	MORLEY LUKE
6xRMUk4GauxcipDHS4Lt2r	The Battle For Straight Time	BATLEFORSTRAIGHTTIME	Carl Newman	A.C. Newman	0133643709	BATTLE FOR STRAIGHT TIME	/NEWMAN CARL ALLAN/NEWMAN A C
4D45h765OwTlFEUJSYRSRo	Violin Sonata No. 1 in G Minor, BWV 1001: IV. Presto	VIOLINSONATANO1INGMINORBW	Johann Sebastian Bach	Aaron Rosand	0151916490	VIOLIN SONATA NO. 1 IN G MINOR, BWV 1001: IV. PRESTO	JOHANN SEBASTIAN BACH/ALAN VEGA MARTIN R
5pNrZgIiBeKnK5lGvgqnKi	Sunfall	SUNFAL	Ben Grayson,Jake Mason	Jake Mason Trio	0135028315	SUNFALL	MASON J/GRAYSON B
75qoUC3RbSjDi3D1tgZFlI	Piano Quartet in D Minor, Op. 25: III. Allegretto grazioso	PIANOQUARTETINDMINOROP25I	Dora PejaÃÂeviÃÂ	Oliver Triendl,Quatuor Sine Nomine	0155921237	PIANO QUARTET IN D MINOR, OP. 25: III. ALLEGRETTO GRAZIOSO	DORA PEJACEVIC
5UwEOdcJfbATw8iNU3JVMu	Sana Ikaw	SANAIKAW	Mark Escueta,Michael Elgar,Nathan Azarcon,Ryan Peralta	Rivermaya	0152997889	SANA IKAW	NATHAN AZARCON/MARK ESCUETA/MICHAEL ELGA
13zOGnAr2Rpcbp2agucROW	Streamlined Cannon Ball	STREAMLINEDCANONBAL	Roy Acuff	Roy Acuff	0103289522	STREAMLINE CANNONBALL	ACUFF ROY C
56aDDLjXsX3mblX2YTG3b9	Please Please Please	PLEASEPLEASEPLEASE	Adam Olenius,Carl von Arbin,Eric Edman,Paola Stenborg,Ted Malmros	Shout Out Louds	0133976845	PLEASE PLEASE PLEASE	OLENIUS ADAM BENGT WALDEMAR
5urhUYCBXmsPEw00gY5hab	Domn Al Domnilor	DOMNALDOMNILOR	Gabriel Gorcea	Speranta si Prietenii	0149295779	DOMN AL DOMNILOR	GABRIEL GORCEA
6nsZ23hRFXCVkk9NwuzAz0	Sidewalk Safari	SIDEWALKSAFARI	Caroline Polachek,Kurt Feldman,Patrick Wimberly	Chairlift	0142077424	SIDEWALK SAFARI	POLACHEK C/WIMBERLY J/FELDMAN K
7GV2C2AwDJO5eXi3xlnuiJ	Hymne A L'amour	HYMNELAMOUR	Marguerite AngÃÂ¨le Monnot,ÃÂdith Piaf	Emma Hamilton	0101002738	HYMNE A L' AMOUR	MONNOT M/PIAF E
5rN0wuSZzpth7FquoCoryM	Friendly	FRIENDLY	Anita Skorgan,Jahn Teigen	Debrah Scarlett	0140281182	FRIENDLY (REMASTERED 2009)	ANITA SKORGAN
16AcDrHtbRxGg4BT5JJPcu	Tenebrae	TENEBRAE	John Maus	John Maus	0141270590	TENEBRAE	MAUS JOHN PATRICK
1rSvlJ7qFB4MBMSdMFvTDu	Dance - Radio Edit	DANCERADIOEDIT	Max Manie	Max Manie	0152642114	DANCE RADIO EDIT	MAX MANIE
3HR2NYZi2TpOd7f1krzH5j	Sunday	SUNDAY	Mitch Murder	Mitch Murder	0154542166	SUNDAY	MITCH MURDER
3NwRKOcOr7XYtECPXiq5Bi	Habiba	HABIBA	Bappi Lahiri	Bappi Lahiri,Rema Lahiri	0101209712	HABIBA	LAHIRI B/USMAR F/PHILLIPS M
5JsqDtMr2kndvBcOmMZBDk	Non-Handler	NONHANDLER	Mara TK,Riki Gooch,Wairere Ropata	Aja	0155722694	NON-HANDLER	ROPATA/TEKAHIKA/HERANGI/RILEY/GOOCH
5z0pKiEk0me8RdNYh4gOvj	You'll Never Find Another Love Like Mine / A Lovely Way to Spend an Evening - Live	YOULNEVERFINDANOTHERLOVEL	H. Adamson,Jimmy McHugh,Kenneth Gamble,Leon Huff,See Subsong	Lou Rawls	0100774463	YOU'LL NEVER FIND ANOTHER LOVE LIKE ME	GAMBLE K/HUFF L
7DNzzksJEjF02iI6Tzee0H	The Mentalist	MENTALIST	Brendan Galdo	Mr FijiWiji	0143766315	THE MENTALIST	GALDO BRENDAN MATTHEW
5z710Bjr3HE141G8xp2GCI	Music Will Turn You On	MUSICWILTURNYOUON	Eric Amarillo,Michael Feiner,Michael Feiner & Eric Amarillo	Eric Amarillo,Michael Feiner	0143279457	MUSIC WILL TURN YOU ON (ORIGINAL MIX)	SUNDBORG E/FEINER M
58PK6gJRV7t0fg4LIfLyMP	Morricone: Cinema Paradiso (Main Theme)	MORICONECINEMAPARADISO	Ennio Morricone	Gil Shaham,Hollywood Bowl Orchestra,John Mauceri	0147915350	MORRICONE: CINEMA PARADISO (SE)	ENNIO MORRICONE/DE SENSI A
1VjlgGf4eDTRx5wOtnYg1f	I'm Coming Out (Live in Paradiso, Amsterdam)	IMCOMINOUT	B. Edwards,N. Rodgers	CHIC,Nile Rodgers	0103090143	I'M COMING OUT	RODGERS N/EDWARDS B
2MwBR7mkF4faZC3Sk1r4Xf	Sousou Fuitsu	SOUSOUFUITSU	Satoru Kosaki	MONOGATARI Series	0155945993	SOUSOU FUITSU	SATORU KOSAKI
3s4PkQXPBnSn1kQsXokZrp	How Come	HOWCOME	Everton Dr. Cave Moore,Howard D-Steele Christian,Jah Seed,Miguel Collins	Sizzla Kalonji	0152164047	HOW COME	EVERTON DR CAVE MOORE HOWARD D STEELE CH
5l7bd81MKwsV99RwJWi8pk	The Last Time - (Original Single Mono Version)	LASTTIME	Keith Richards,Mick Jagger	The Rolling Stones	0103418896	LAST TIME	JAGGER M/RICHARDS K
2m2RAysdWK3sYTbHgpzMRJ	Steal Your Heart, Pt. 1	STEALYOURHEARTPT1	Stephen Jukes	Vigo Thieves	0155599062	STEAL YOUR HEART, PT. 1	JUKES STEVEN
6oFpcTYaGaQreDngvJ6at2	"Saarattu Vandiyila (From ""Kaatru Veliyidai"")"	SARATUVANDIYILA	A.R. Rahman,Vairamuthu	A. R. Reihana,A.R. Rahman,Nikhita Gandhi,Tippu	0151681790	SAARATTU VANDIYILA	VAIRAMUTHU R/RAHMAN A
76BCylUSHG8iytoNWsc4XJ	I'm In Control	IMINCONTROL	Aluna Francis,Andrae Sutherland,George Reid,Mark Ralph,RÃÂMANS	AlunaGeorge	0149197537	I'M IN CONTROL	ROMAN S/SUTHERLAND A/DEWJI F/REID G
23LB3YWbTM9MESZcMBnJTP	Mr. Hide	MRHIDE	Bob Gaudio,George Fox,Kim Tribble	George Fox	0111113361	MR HIDE	TRIBBLE K/FOX G/GAUDIO R
5lvjdiwlQl0MaDMJMxqV5t	Zamba de Usted	ZAMBADEUSTED	Ariel RamÃÂ­rez,Felix Cesar Luna	Raly Barrionuevo	0140591894	ZAMBA DE USTED	ARIEL RAMIREZ
4wyaJ3ZInT47IDOvU3opQ0	Innertrio	INERTRIO	Jan Johansson	Jan Johansson	0147227823	INNERTRIO	JAN JOHANSSON
7B8qiDJMjdmH4K9mSpSjLj	Gotta Go Now	GOTAGONOW	BenoÃÂ®t Fournier,Cedric Floc'H,Eric Digaire,Tristan Nihouarn	Matmatah	0134596479	GOTTA GO NOW	NIHOUARN/DIGAIRE/FOURNIER/FLOC/FRANCIS
1CbVW4053T6y8dOJ7L3zsj	Love Myself	LOVEMYSELF	PAENDA	PAENDA	0155941768	LOVE MYSELF	PAENDA/PAENDA
1FxMb2yvaz5gRU0KmPKSiR	Later	LATER	David Iveland	Side A	0142971107	LATER	SOERENSEN P/IVELAND K/HAUGE S
0jpM2MprPc1ZIkFyTIMCbZ	Get Down	GETDOWN	G. Christakos	Agent Greg	0155693028	GET DOWN	CHRISTAKOS G
7cdICKRLjbxhKRj08fUn6V	O ccafÃÂ¨	OCAFE	Domenico Modugno	Domenico Modugno	0101672517	O CCAFFE	MODUGNO D/PAZZAGLIA R
2P13nYRUuSQm7TYXNU4775	Rainforest 2	RAINFOREST2	Istvan Sky	Istvan Sky	0152569830	RAINFOREST 2	ISTVAN SKY
6kSZp7FgMMAyYLYCQ4IF4U	A Little Honey	LITLEHONEY	Nathaniel Rateliff	Nathaniel Rateliff & The Night Sweats	0153267071	A LITTLE HONEY	RATELIFF NATHANIEL DAVID
0Hon4VjjGuargnbsulYPNl	Benediction	BENEDICTION	Philip Riley	Philip Riley	0137453644	BENEDICTION	RILEY PHILIP MICHAEL
0Dijxf5cEB28x33QAJ6vwQ	Relaxation & Calm Music	RELAXATION&CALMMUSIC	Marco Rinaldo	Sleep Lullabies for Newborn	0150032399	RELAXATION & CALM MUSIC	NIEZNANY/MARCO RINALDO
7y2znS8w8fHcis4ilDIPei	One Hour Stranger	ONEHOURSTRANGER	Fjordevik,Kristensen,Lind,Magnusson,Nilsson,olofsson	dEMOTIONAL	0152404320	ONE HOUR STRANGER	NILSSON/FJORDEVIK/MAGNUSSON/LIND/KRISTEN
0MjWzsVZ0YizCtDfDhaebv	Country Girls	COUNTRYGIRL	Eddie Setser,Troy Seals	John Schneider	0101853197	COUNTRY GIRLS	SEALS T/SETSER E
2PMLdLt5QeOuOgxfAvx1in	Sofazinho - Ao Vivo	SOFAZINHOAOVIVO	Breno Casagrande,Filipe Escandurras,Samir	Luan Santana	0154655051	SOFAZINHO AO VIVO	SAMIR/BRENO CASAGRANDE/FILIPE ESCANDURRA
1qveFFPjSoh8J7hF8wlbDv	Hollywood	HOLYWOOD	The Puppini Sisters	The Puppini Sisters	0142094079	HOLLYWOOD	MULLINS K/O B/PUPPINI M
1xvyONURA5bv2SQ084giiB	Stand Proud	STANDPROUD	Jin Hashimoto	Tsuko G.	0151507114	STAND PROUD	JIN HASHIMOTO
7yE6BJqP3o4nXedQTqbvvY	My Day	MYDAY	Lisa Vischer	VeggieTales	0134061557	MY DAY	VISCHER LISA R
3ZXXICXomdXPfPEDWqrSM7	Purlieu II	PURLIEUII	Beshken	Beshken	0155993120	PURLIEU II	BESHKEN
072BRkqirHkwUSSuo4fawm	Raw Movements	RAWMOVEMENT	Michael Collins	SunPalace	0151144391	RAW MOVEMENTS	MIKE COLLINS
2LMQsKaHXa3VLLpovjHi67	Emotional Winter	EMOTIONALWINTER	Danny Cavanagh,V. Cavanagh	Anathema	0122871087	EMOTIONAL WINTER	DOUGLAS J/CAVANAGH D/CAVANAGH V/PYBUS D
1yiNOnBpl8qZvVg34fOkbW	"Castor & Pollux, RCT 32, Acte V, ScÃÂ¨ne 4: ""Qu'ai-je entendu ! quel bruit !"" (TÃÂ©laÃÂ¯re)"	CASTOR&POLUXRCT32ACTEVSCE	Jean-Philippe Rameau	Agnes Mellon,Howard Crook,Les Arts Florissants,William Christie	0150721810	CASTOR & POLLUX, RCT 32, ACTE V, SCENE 7: ENTREE DES AS (FR)	JEAN PHILIPPE RAMEAU
5gNM6lnstdwcoaf6n7dqzQ	Just Wanna Be Loved	JUSTWANABELOVED	Joi Cardwell,Mark Kneppers,Oscar de Jong,Wim Plug	Kraak & Smaak	0145357683	JUST WANNA BE LOVED	JONG D/KNEPPERS M/PLUG W/CARDWELL J
56qapkyi4PQ1gkkkuhs1oC	The Moon Beckons	MOONBECKON	Nick Glennie-Smith	Nick Glennie-Smith	0127894250	MOON BECKONS	GLENNIE-SMITH NICK
5vaQMrGULy9hFUEKX6pvZx	HÃÂ³fehÃÂ©r GyÃÂ¶ngyvirÃÂ¡g	HOFEHERGYONGYVIRAG	Kerner Tibor,KÃÂ³fity Henrik	Royal Team	0149022441	HOFEHER GYONGYVIRAG (HU)	KERNER TIBOR/KOFITY HENRIK
1BIkLXNZ5Am5LjYO6M9BgV	Be You Angel, Be You Beast	BEYOUANGELBEYOUBEAST	PÃÂ¤r johansson,Satariel	Satariel	0149239125	BE YOU ANGEL, BE YOU BEAST	SATARIEL
3V1jj9YzYD9I47jMIauIVi	Popeye	POPEYE	Sammy Lerner	The National TV And Radio US Archives	0100093786	I'M POPEYE THE SAILOR MAN (THEME)	LERNER SAMMY
460XLaLG1f0WpucGsGUtaR	April Skies	APRILSKIE	Collette	Wardell Gray	0101571177	APRIL SKIES	COLLETTE BUDDY
45e6nU5KCW0ui0zZimxrQB	Coco wa ngai, bidendela, ana	COCOWANGAIBIDENDELAANA	Luambo Lokanga,Vicky Longomba	Faya Tess	0152376040	COCO WA NGAI, BIDENDELA, ANA	LUAMBO LOKANGA/VICKY LONGOMBA
0d8QLXljZsBbGAoprlsN9u	Sweet Marie	SWEETMARIE	JÃÂ¶rgen Gillstedt	Snakebite	0148017292	SWEET MARIE	JORGEN GILLSTEDT
4GKSdx5iCoR9YmGXSFZn3D	Basic Training	BASICTRAININ	Alexandre Desplat	Alexandre Desplat	0145800331	BASIC TRAINING	DESPLAT ALEXANDRE MICHEL GERARD
6cODazhdUk1LAJS9KeBx0J	Foodplay	FOODPLAY	Harry Gregson-Williams	Harry Gregson-Williams	0149750230	FOODPLAY	GREGSON-WILLIAMS HARRY DAVID
5USlCojuOICyGd8tqmO8Z4	Ciaccone	CIACONE	Bernardo Storace	Jory Vinikour	0433738014	CIACCONE	STORACE BERNARDO
70cpfU2vjAiLbj4baeEeKc	O Amor Em Paz	OAMOREMPAZ	AntÃÂ´nio Carlos Jobim,VinÃÂ­cius de Moraes	JoÃÂ£o Gilberto	0100520440	O AMOR EM PAZ (ORIG PORTUGUESE VERSION)	JOBIM A/DE MORAES V
6szV44UqRyWzZDcx4hIxRR	Words	WORD	Arjan Bedawi,Carl Garsbo,Marlon Francis,Naaz Mohammad,Timo Dirksen	Naaz	0152631105	WORDS	GARSBO/MOHAMMAD/BEDAWI/DIRKSEN/FRANCIS
03U8IwhNay1a8cHAJ7N7yf	Ride Remix	RIDEREMIX	Faheem Najm,Johnny Mollings,La'Ron James,Leigh Elliott,Lenny Mollings,Maurice Carpenter,Tremaine Neverson,William Ross	Ace Hood	0140835201	RIDE (REMIX)	NEVERSON/ROBERTS/ELLIOTT/NAJM/JAMES/MOLL
2EWSm0Hll3nNnZyRQYpV5V	Fantasia No. 6	FANTASIANO6	John Jenkins	Fretwork	0153710056	FANTASIA NO. 6	JOHN JENKINS
5KYPATsYxRlj9QvMXjDGWz	Rainy Dayz	RAINYDAYZ	Alvin Joyner,Andre R. Young,AndrÃÂ© Parker,Brian Bailey,Duane Johnson,Irving Lorenzo,Jeffrey Atkins,Marquis Holder,Roger McBride,Royal Rosheam Harbor	Mary J. Blige	0127672585	RAINY DAYZ	ATKINS J/LORENZO I/AURELIUS S
1GJTPtRLaBVxIhZwRCn4UI	Ghetto	GHETO	Jonathan Rotem,L. Hazelwood,Obie Trice,T. Neverson	Obie Trice	0134595177	GHETTO	ROTEM J/TRICE O/HAZLEWOOD L/NEVERSON T
7z34XHPc3f5saSR3mGzvKh	I Want You	IWANTYOU	J. Pierce	Spiritualized	0107846889	I WANT YOU	PIERCE JASON ANDREW
5XcW7V5eX1hUI2WzvpIFBp	Sensation Rag	SENSATIONRAG	e.b.edwards	Swing Dance Orchestra	0147798591	SENSATION RAG	PI SCHEFFER/B EDWARDS E
4KcMrJ5PNTp9xUGOrRJIlM	Canine Euthanasia	CANINEEUTHANASIA	Warren Fitzgerald	The Vandals	0114729789	CANINE EUTHANASIA	FITZGERALD WARREN A
6KU5tgxem60MZpHShmFfz5	Il Rosso, Brando	ROSOBRANDO	Andrea Falconieri	Alessandro Pianu,Erik Bosgraaf,Izhar Elias	0146202697	IL ROSSO, BRANDO	ANDREA FALCONIERI
5wED132rJAkk3fKlvHYilt	Brass Fanatic	BRASFANATIC	Axel Boman	Axel Boman	0142615947	BRASS FANATIC	AXEL BOMAN
74AOTyTDm6Fo6l223PcY9s	After Love	AFTERLOVE	Guy Gerber,Shlomi Aber	Guy Gerber,Shlomi Aber	0139175560	AFTER LOVE	ABERGEL S/GERBER G
